time	group	mos_p
30	orl_wt	10
40	orl_wt	15
50	orl_wt	10
60	orl_wt	15
70	orl_wt	15
80	orl_wt	20
90	orl_wt	25
100	orl_wt	20
110	orl_wt	35
120	orl_wt	35
130	orl_wt	40
140	orl_wt	30
150	orl_wt	25
160	orl_wt	35
170	orl_wt	25
180	orl_wt	30
190	orl_wt	20
200	orl_wt	20
210	orl_wt	20
220	orl_wt	35
230	orl_wt	30
240	orl_wt	30
250	orl_wt	30
260	orl_wt	30
270	orl_wt	30
280	orl_wt	20
290	orl_wt	20
300	orl_wt	25
0	orco_5_het	0
10	orco_5_het	0
20	orco_5_het	10
30	orco_5_het	5
40	orco_5_het	10
50	orco_5_het	10
60	orco_5_het	10
70	orco_5_het	5
80	orco_5_het	15
90	orco_5_het	25
100	orco_5_het	20
110	orco_5_het	20
120	orco_5_het	20
130	orco_5_het	15
140	orco_5_het	20
150	orco_5_het	25
160	orco_5_het	20
170	orco_5_het	25
180	orco_5_het	25
190	orco_5_het	20
200	orco_5_het	20
210	orco_5_het	15
220	orco_5_het	5
230	orco_5_het	15
240	orco_5_het	10
250	orco_5_het	15
260	orco_5_het	15
270	orco_5_het	15
280	orco_5_het	5
290	orco_5_het	10
300	orco_5_het	10
0	orl_wt	5
10	orl_wt	5
20	orl_wt	5
30	orl_wt	5
40	orl_wt	5
50	orl_wt	10
60	orl_wt	15
70	orl_wt	15
80	orl_wt	10
90	orl_wt	15
100	orl_wt	5
110	orl_wt	5
120	orl_wt	5
130	orl_wt	10
140	orl_wt	15
150	orl_wt	15
160	orl_wt	5
170	orl_wt	20
180	orl_wt	20
190	orl_wt	30
200	orl_wt	25
210	orl_wt	15
220	orl_wt	35
230	orl_wt	25
240	orl_wt	30
250	orl_wt	30
260	orl_wt	45
270	orl_wt	25
280	orl_wt	35
290	orl_wt	35
300	orl_wt	20
0	orco_516_ko	15
10	orco_516_ko	20
20	orco_516_ko	30
30	orco_516_ko	20
40	orco_516_ko	25
50	orco_516_ko	25
60	orco_516_ko	20
70	orco_516_ko	25
80	orco_516_ko	15
90	orco_516_ko	15
100	orco_516_ko	35
110	orco_516_ko	30
120	orco_516_ko	30
130	orco_516_ko	30
140	orco_516_ko	20
150	orco_516_ko	30
160	orco_516_ko	40
170	orco_516_ko	40
180	orco_516_ko	45
190	orco_516_ko	55
200	orco_516_ko	60
210	orco_516_ko	55
220	orco_516_ko	55
230	orco_516_ko	50
240	orco_516_ko	50
250	orco_516_ko	55
260	orco_516_ko	50
270	orco_516_ko	45
280	orco_516_ko	45
290	orco_516_ko	55
300	orco_516_ko	50
0	orco_16_het	0
10	orco_16_het	5
20	orco_16_het	20
30	orco_16_het	15
40	orco_16_het	25
50	orco_16_het	25
60	orco_16_het	25
70	orco_16_het	25
80	orco_16_het	25
90	orco_16_het	30
100	orco_16_het	20
110	orco_16_het	25
120	orco_16_het	15
130	orco_16_het	20
140	orco_16_het	20
150	orco_16_het	15
160	orco_16_het	25
170	orco_16_het	25
180	orco_16_het	25
190	orco_16_het	30
200	orco_16_het	25
210	orco_16_het	25
220	orco_16_het	30
230	orco_16_het	25
240	orco_16_het	30
250	orco_16_het	20
260	orco_16_het	25
270	orco_16_het	15
280	orco_16_het	30
290	orco_16_het	35
300	orco_16_het	40
0	orco_5_het	5
10	orco_5_het	5
20	orco_5_het	15
30	orco_5_het	10
40	orco_5_het	15
50	orco_5_het	25
60	orco_5_het	20
70	orco_5_het	15
80	orco_5_het	20
90	orco_5_het	20
100	orco_5_het	20
110	orco_5_het	30
120	orco_5_het	35
130	orco_5_het	30
140	orco_5_het	30
150	orco_5_het	20
160	orco_5_het	25
170	orco_5_het	20
180	orco_5_het	20
190	orco_5_het	15
200	orco_5_het	20
210	orco_5_het	20
220	orco_5_het	25
230	orco_5_het	20
240	orco_5_het	25
250	orco_5_het	35
260	orco_5_het	30
270	orco_5_het	25
280	orco_5_het	35
290	orco_5_het	30
300	orco_5_het	30
